"active","pathotype","strain","LB_1","LB_2","LB_3","TSB_1","TSB_2","TSB_3","BHI_1","BHI_2","BHI_3","M63_1","M63_2","M63_3"
"W3","HFEC",5543,0.0276,0.048,0.0282,0.0075,0.0152,0.045,0.0459,0.0352,0.0398,0.0078,0.0183,0.0246
"W3","HFEC",5544,0.0254,0.0333,0.0256,0.053,0.0134,0.0121,0.0411,0.0364,0.0237,0.0086,0.0091,0.0105
"W3","HFEC",5545,0.0454,0.0388,0.0287,0.0393,0.046,0.0867,0.3048,0.0884,0.1271,0.0356,0.0853,0.0205
"W3","HFEC",5547,0.0233,0.021,0.0347,0.0296,0.0179,0.0266,0.0546,0.0214,0.0325,0.0564,0.0613,0.0273
"W3","HFEC",5548,0.0225,0.0654,0.0478,0.0206,0.0145,0.0158,0.0324,0.0662,0.0467,0.1901,0.0436,0.0182
"W3","HFEC",5549,0.0272,0.0216,0.0525,0.0311,0.0071,0.0504,0.058,0.0342,0.0435,0.0229,0.0459,0.0068
"W3","HFEC",5551,0.1155,0.0876,0.1274,0.0834,0.1285,0.15,0.1213,0.0847,0.1653,0.0604,0.0643,0.0206
"W3","HFEC",5553,0.0579,0.0943,0.0174,0.0324,0.0839,0.0356,0.0478,0.0995,0.0477,0.2434,0.0738,0.0279
"W3","HFEC",5554,0.0263,0.0606,0.0414,0.0659,0.0308,0.071,0.027,0.0964,0.075,0.007,0.0218,0.0269
"W3","HFEC",5555,0.0121,0.0412,0.0245,0.0654,0.0413,0.0602,0.0368,0.0445,0.0317,0.0136,0.018,0.0172
"W3","HFEC",5556,0.0315,0.071,0.0156,0.0242,0.0226,0.0157,0.0544,0.1296,0.0413,0.121,0.2186,0.0791
"W3","UPEC",5228,0.0446,0.038,0.0186,0.0168,0.034,0.013,0.0209,0.0375,0.0186,0.0192,0.1502,0.0397
"W3","UPEC",5229,0.0086,0.016,0.009,0.0331,0.0235,0.0111,0.0309,0.058,0.0107,-0.0015,0.0069,0.003
"W3","UPEC",5231,0.0387,0.0205,0.0125,0.0275,0.0188,0.0095,0.0447,0.0392,0.0158,0.0222,0.2773,0.0271
"W3","UPEC",5232,0.03,0.0226,0.021,0.021,0.0179,0.0131,0.0432,0.0402,0.0255,-0.0019,0.0108,0.0022
"W3","UPEC",5233,0.0794,0.0133,0.0229,0.0808,0.0184,0.0274,0.1875,0.0283,0.0273,0.2185,0.0867,0.0301
"W3","UPEC",5235,0.0985,0.0274,0.0137,0.0987,0.0261,0.043,0.1751,0.1063,0.0419,0.0104,0.0264,0.0283
"W3","UPEC",5237,0.0699,0.0308,0.0072,0.0212,0.0269,0.01,0.066,0.0352,0.0461,0.0224,0.0142,0.0065
"W3","UPEC",5238,0.0347,0.0167,0.0058,0.0768,0.0377,0.0076,0.0981,0.0206,0.0089,0.0262,0.0675,0.0645
"W3","UPEC",5239,0.0714,0.0436,0.0245,0.1362,0.0505,0.0388,0.1663,0.0372,0.0228,0.0114,0.0166,0.0111
"W3","UPEC",5240,0.0475,0.0176,0.0115,0.0321,0.0345,0.0156,0.0986,0.028,0.0264,0.1666,0.0439,0.0135
"W3","UPEC",5241,0.0927,0.0402,0.0222,0.0696,0.0577,0.0444,0.0549,0.1181,0.0318,0.0257,0.0133,0.0391
"W3","UPEC",5242,0.1263,0.1385,0.0297,0.1223,0.1297,0.0352,0.1963,0.0835,0.0581,0.025,0.0653,0.0126
"W3","UPEC",5243,0.0802,0.0571,0.0492,0.0799,0.0295,0.0497,0.028,0.0381,0.0377,0.2001,0.1479,0.0472
"W3","UPEC",5245,0.1277,0.1075,0.0767,0.156,0.1411,0.0208,0.0599,0.0658,0.0142,0.0292,0.0083,0.0089
"W3","UPEC",5246,0.1115,0.0242,0.0168,0.1189,0.0272,0.0172,0.1539,0.0285,0.0284,0.1021,0.0149,0.006
"W3","UPEC",5247,0.0951,0.0348,0.0399,0.1683,0.0808,0.0678,0.2077,0.0972,0.08,0.0102,0.0096,0.006
"W3","UPEC",5248,0.0477,0.0104,0.0248,0.1259,0.0351,0.0157,0.0796,0.0484,0.0154,0.0188,0.0135,0.0082
"W3","UPEC",5249,0.1285,0.0328,0.0551,0.0097,0.0506,0.0667,0.2286,0.0419,0.0983,0.033,0.0865,0.0829
"W3","UPEC",5250,0.0226,0.024,0.0174,0.0384,0.008,0.0148,0.0627,0.0189,0.0557,0.1202,0.0103,0.0121
"W3","UPEC",5253,0.0499,0.0427,0.0674,0.0791,0.0347,0.0266,0.1634,0.0233,0.0158,0.1286,0.0338,0.0215
"W3","UPEC",5254,0.0814,0.0576,0.0829,0.06,0.0375,0.0518,0.2475,0.0225,0.0405,0.0453,0.0676,0.023
"W3","UPEC",5255,0.0497,0.0354,0.0115,0.0907,0.0322,0.064,0.0984,0.0533,0.0445,0.0166,0.0109,0.0097
"W3","UPEC",5256,0.0588,0.0194,0.0114,0.0349,0.0187,0.0245,0.0543,0.0218,0.0399,0.0026,0.0262,0.031
"W3","UPEC",5257,0.0238,0.0099,0.0131,0.0533,0.0141,0.0191,0.0227,0.0219,0.0246,0.0345,0.014,0.0175
"W3","ETEC",5200,0.0468,0.0421,0.0052,0.0294,0.0233,0.0168,0.0509,0.0243,0.0267,0.0126,0.0047,0.0306
"W3","ETEC",5201,0.0094,0.0114,0.0052,0.0164,0.0153,0.0064,0.0252,0.0138,0.0108,0.0335,0.0516,0.043
"W3","ETEC",5202,0.0121,0.0085,0.0123,0.0146,0.0112,0.013,0.0312,0.0074,0.0235,0.0016,0.0104,0.0028
"W3","ETEC",5203,0.0012,0.0126,0.0161,0.0181,0.01,0.0599,0.0807,0.0131,0.0325,-0.0015,0.0098,0.0063
"W3","ETEC",5204,0.0268,0.0364,0.0148,0.0149,0.0232,0.0152,0.0226,0.0312,0.0214,0.0618,0.0362,0.0985
"W3","ETEC",5205,0.0298,0.0224,0.0105,0.0391,0.0142,0.031,0.0266,0.0192,0.0237,0.0454,0.0295,0.0436
"W3","ETEC",5206,0.0139,0.018,0.0046,0.0141,0.0092,0.0055,0.0237,0.0279,0.0201,0.0097,0.0028,0.0052
"W3","ETEC",5286,0.0125,0.0105,0.0037,0.0118,0.0214,0.0072,0.0265,0.0107,0.0144,0.0057,0.0333,0.0069
"W3","ETEC",5287,0.0172,0.0275,0.011,0.003,0.0075,0.0129,0.0078,0.0806,0.0494,0.001,0.0083,0.0115
"W3","ETEC",5288,0.118,0.0362,0.0066,0.1328,0.0257,0.0172,0.1702,0.0593,0.0606,0.0264,0.0287,0.024
"W3","ETEC",5637,0.0728,0.0221,0.008,0.0726,0.0193,0.0205,0.0407,0.0162,0.0219,0.0433,0.0363,0.0901
"W3","ETEC",5638,0.0767,0.0152,0.006,0.0405,0.0074,0.0086,0.0721,0.0305,0.0062,0.0245,0.0113,0.0054
"W3","ETEC",5640,0.0356,0.0197,0.0134,0.0572,0.0071,0.0082,0.0163,0.0366,0.0198,0.0786,0.0355,0.0945
"W3","ETEC",5641,0.0109,0.0256,0.0235,0.0234,0.0149,0.0105,0.1291,0.0295,0.0211,0.0036,0.0052,0.007
"W3","ETEC",5642,0.0113,0.0108,0.0125,0.0151,0.0059,0.0088,0.1239,0.0175,0.0055,0.0328,0.0076,0.005
"W3","ETEC",5680,0.063,0.022,0.013,0.0761,0.0243,0.0168,0.1312,0.0537,0.0188,0.1417,0.1201,0.0144
"W3","ETEC",5682,0.053,0.0319,0.0061,0.0971,0.0343,0.0113,0.1439,0.0493,0.0195,0.018,0.0081,0.0129
"W3","ETEC",5686,0.0249,0.036,0.0123,0.0945,0.0289,0.0127,0.0842,0.0505,0.0344,0.0208,0.0303,0.0988
"W3","ETEC",5687,0.0063,0.0233,0.0089,0.0049,0.0195,0.0083,0.0966,0.042,0.0169,0.0029,0.0041,0.0117
"W3","ETEC",5688,0.0153,0.0201,0.0248,0.0339,0.0459,0.0309,0.0677,0.0275,0.0146,0.0037,0.0107,0.0039
"W3","ETEC",5689,0.0147,0.01,0.0068,0.0229,0.017,0.0126,0.0312,0.0354,0.0065,0.0075,0.0091,0.0181
"W3","ETEC",5690,0.0498,0.0228,0.0113,0.0454,0.0579,0.0169,0.0354,0.0379,0.0103,0.004,0.0071,0.015
"W3","ETEC",5691,0.0279,0.0368,0.0036,0.0466,0.0339,0.0074,0.0548,0.0244,0.0189,0.0747,0.0078,0.0706
"W3","ETEC",5692,0.0101,0.0224,0.0036,0.0288,0.0121,0.0037,0.0362,0.038,0.022,0.0033,0.0055,0.0094
"W3","EPEC",5207,0.0237,0.0326,0.0062,0.029,0.0177,0.0493,0.0956,0.026,0.0121,0.182,0.2222,0.0158
"W3","EPEC",5208,0.0139,0.0091,0.0099,0.0227,0.0154,0.0125,0.0178,0.0133,0.0073,0,0.2125,0.0514
"W3","EPEC",5209,0.015,0.0089,0.0043,0.0092,0.0135,0.0083,0.0362,0.0183,0.014,0.2105,0.3407,0.0307
"W3","EPEC",5210,0.0188,0.0113,0.0138,0.0234,0.0151,0.0045,0.0323,0.0278,0.0155,-4e-04,0.0082,0.0195
"W3","EPEC",5211,0.0249,0.0267,0.0259,0.0697,0.0282,0.0231,0.021,0.0508,0.0206,0.0275,0.0322,0.0073
"W3","EPEC",5212,0.0874,0.0913,0.0301,0.1694,0.0818,0.0178,0.0787,0.12,0.0212,0.1303,0.0423,0.0425
"W3","EPEC",5263,0.0279,0.03,0.0056,0.0226,0.0235,0.007,0.0344,0.0183,0.0098,0.0117,0.0093,0.0091
"W3","EPEC",5267,0.0094,0.0156,0.0082,0.0654,0.0412,0.0153,0.0264,0.0303,0.0172,0.0126,0.0099,0.0028
"W3","EPEC",5268,0.0268,0.0153,0.0072,0.0036,0.016,0.0044,0.0486,0.0358,0.0174,0.0402,0.0282,0.0454
"W3","EPEC",5281,0.0236,0.0539,0.0208,0.0168,0.0432,0.0264,0.024,0.0565,0.0295,0.0327,0.0345,0.0373
"W3","EPEC",5282,0.0428,0.0101,0.0043,0.0239,0.0154,0.0112,0.0631,0.039,0.0289,0.0686,0.0707,0.0579
"W3","EPEC",5285,0.025,0.0202,0.0098,0.0117,0.0171,0.01,0.0267,0.0173,0.0135,0.0399,0.0564,0.0204
"W3","EPEC",5289,0.0048,0.0178,0.003,0.0176,0.036,0.0073,0.0209,0.0309,0.0113,0.0069,0.2055,0.0581
"W3","EPEC",5291,0.0651,0.0845,0.0299,0.0274,0.0239,0.0118,0.0614,0.0327,0.0098,0.0441,0.0802,0.0046
"W3","EPEC",5292,0.0118,0.0241,0.0075,0.0267,0.0084,0.014,0.0473,0.0219,0.0078,0.0628,0.0384,0.0383
"W3","EPEC",5631,0.003,0.0196,0.0058,0.0149,0.0137,0.0057,0.0249,0.0232,0.0064,0.0177,0.06,0.0571
"W3","EPEC",5632,0.0422,0.0588,0.0285,0.1677,0.0838,0.0456,0.046,0.0286,0.0105,0.0982,0.0351,0.0615
"W3","EPEC",5633,0.0048,0.0346,0.0075,0.0211,0.0307,0.0105,0.0235,0.0462,0.0108,0.003,0.0462,0.0089
"W3","EPEC",5651,0.0065,0.0239,0.0051,0.0036,0.0116,0.007,0.0663,0.0244,0.0158,0.025,0.0137,0.01
"W3","EPEC",5652,0.0288,0.0083,0.0083,0.0189,0.0114,0.0051,0.0171,0.026,0.0056,0.0145,0.0052,0.0049
"W3","EPEC",5653,0.0254,0.0254,0.0128,0.0116,0.0136,0.0177,0.027,0.0177,0.0133,0.0146,0.0571,0.0232
"W3","EPEC",5654,0.0126,0.0269,0.006,0.0379,0.031,0.0179,0.0153,0.0239,0.0109,0.0089,0.0082,0.0048
"W3","EPEC",5655,0.0209,0.0105,0.0068,0.0091,0.0147,0.0065,0.0336,0.0241,0.0069,0.0174,0.0474,0.0519
"W3","EPEC",5656,0.0043,0.0108,0.0039,0.0096,0.0139,0.003,0.0191,0.0234,0.0048,0.0066,0.0035,0.0035
"W3","EAEC",5213,0.1168,0.072,0.1236,0.0586,0.0327,0.061,0.2171,0.0617,0.0399,0.0039,0.01,0.0093
"W3","EAEC",5214,0.0831,0.0765,0.1026,0.167,0.1563,0.0658,0.5265,0.1089,0.3277,0.022,0.017,0.0136
"W3","EAEC",5215,0.1139,0.0711,0.0128,0.2027,0.042,0.0135,0.1553,0.0483,0.0224,0.0064,0.0329,0.0046
"W3","EAEC",5216,0.0599,0.0147,0.0068,0.1569,0.0207,0.0078,0.1339,0.0204,0.0221,0.0302,0.0144,0.0094
"W3","EAEC",5260,0.1743,0.1373,0.0449,0.1237,0.1488,0.1173,0.0923,0.0323,0.0134,0.0056,0.014,0.0059
"W3","EAEC",5264,0.0896,0.0184,0.0404,0.2019,0.0731,0.0845,0.2272,0.0949,0.0757,0.033,0.0331,0.0301
"W3","EAEC",5265,0.0692,0.0548,0.0226,0.1475,0.0496,0.0413,0.0846,0.1226,0.0945,0.1293,0.0716,0.0093
"W3","EAEC",5266,0.1571,0.0335,0.0875,0.2035,0.0882,0.0452,0.2701,0.6088,0.181,0.0342,0.0383,0.0179
"W3","EAEC",5269,0.0395,0.026,0.1213,0.047,0.0139,0.0323,0.1347,0.0453,0.0978,0.0142,0.0042,0.009
"W3","EAEC",5270,0.1736,0.0466,0.038,0.2069,0.0533,0.0346,0.16,0.0529,0.0552,0.0551,0.0374,0.0042
"W3","EAEC",5271,0.2434,0.0837,0.0171,0.2671,0.0768,0.0297,0.2792,0.0612,0.028,0.018,0.0291,0.0262
"W3","EAEC",5272,0.3325,0.1129,0.1392,0.2282,0.0651,0.1148,0.273,0.1009,0.0834,0.0196,0.0107,0.0066
"W3","EAEC",5275,0.0975,0.0531,0.0096,0.2196,0.0892,0.0391,0.1423,0.0668,0.0187,0.0121,0.0433,0.0079
"W3","EAEC",5276,0.085,0.0458,0.008,0.1179,0.0457,0.1021,0.1523,0.0654,0.0351,0.0106,0.0065,0.0083
"W3","EAEC",5277,0.1854,0.0653,0.0636,0.1188,0.039,0.0636,0.1474,0.3346,0.1228,0.0404,0.0099,0.0142
"W3","EAEC",5278,0.136,0.0265,0.1082,0.1405,0.0416,0.0503,0.084,0.1993,0.1336,0.0259,0.0116,0.0054
"W3","EAEC",5279,0.1124,0.0903,0.0766,0.1383,0.0749,0.0479,0.2004,0.2657,0.0453,0.0421,0.0199,0.0081
"W3","EAEC",5280,0.0119,0.1121,0.2474,0.1669,0.2002,0.0417,0.2305,0.2591,0.1455,0.0234,0.0026,0.0051
"W3","EAEC",5634,0.2054,0.0369,0.009,0.1063,0.0205,0.0051,0.1627,0.0789,0.0329,0.0138,0.0186,0.0095
"W3","EAEC",5635,0.0275,0.0808,0.0085,0.0474,0.0685,0.0062,0.068,0.0724,0.0077,0.07,0.0352,0.0093
"W3","EAEC",5636,0.0748,0.0242,0.0643,0.1285,0.1691,0.0228,0.0563,0.2095,0.0109,0.0379,0.0192,0.0042
"W3","EAEC",5639,0.185,0.2109,0.0699,0.3102,0.1484,0.0615,0.0446,0.0955,0.0179,0.0233,0.0384,0.0162
"W3","EAEC",5643,0.0369,0.0602,0.0062,0.0561,0.0253,0.0179,0.1367,0.085,0.0298,0.1173,0.0881,0.0815
"W3","EAEC",5644,0.113,0.1003,0.072,0.0677,0.0696,0.0214,0.179,0.5548,0.0622,0.0231,0.0317,0.0076
"W3","SAEC",5147,0.0225,0.0096,0.0056,0.0089,0.0056,0.0064,0.0089,0.0302,0.0112,0.0017,0.0035,0.0019
"W3","SAEC",5148,0.0521,0.0589,0.0128,0.0421,0.0622,0.022,0.0324,0.0576,0.0138,0.0411,0.124,0.0112
"W3","SAEC",5149,0.0052,0.009,0.0028,0.0103,0.0088,0.0045,0.0253,0.0153,0.0177,0.0056,0.016,0.0053
"W3","SAEC",5150,0.0324,0.1753,0.0397,0.0393,0.0752,0.0605,0.0575,0.0676,0.0406,0.0725,0.0203,0.0064
"W3","SAEC",5151,0.0288,0.0332,0.009,0.0372,0.0443,0.015,0.0327,0.0292,0.0188,0.0257,0.0152,0.0114
"W3","SAEC",5152,0.0145,0.0073,0.0066,0.0142,0.0167,0.007,0.0338,0.0218,0.016,0.0864,0.0481,0.0187
"W3","SAEC",5153,0.1251,0.155,0.0387,0.1211,0.1447,0.0533,0.0635,0.1735,0.02,0.0188,0.0543,0.006
"W3","SAEC",5155,0.0391,0.0752,0.0418,0.0448,0.0478,0.0572,0.0257,0.0567,0.0316,0.0247,0.0204,0.0034
"W3","SAEC",5156,0.036,0.0427,0.0119,0.081,0.0895,0.0162,0.031,0.0602,0.0126,0.0762,0.0063,0.0187
"W3","SAEC",5157,0.0443,0.0485,0.02,0.0318,0.0366,0.0262,0.0669,0.0541,0.0151,0.0218,0.0308,0.0078
"W3","SAEC",5158,0.0634,0.088,0.0279,0.0599,0.1512,0.0616,0.0786,0.0967,0.0228,0.0292,0.0155,0.0174
"W3","SAEC",5159,0.0361,0.0418,0.0121,0.0782,0.0279,0.0327,0.0619,0.0438,0.0285,0.0467,0.0711,0.0258
"W3","SAEC",5160,0.1312,0.0967,0.0347,0.1551,0.0682,0.071,0.1395,0.0529,0.0293,0.0261,0.0521,0.0391
"W3","SAEC",5161,0.0693,0.0623,0.052,0.0832,0.0553,0.0254,0.1353,0.0301,0.018,0.0144,0.1066,0.0032
"W3","SAEC",5162,0.0102,0.022,0.027,0.062,0.078,0.0407,0.0469,0.04,0.0586,0.0277,0.0425,0.0071
"W3","SAEC",5163,0.2065,0.0616,0.0293,0.0286,0.0207,0.0654,0.0883,0.0741,0.0367,0.0195,0.0188,0.0186
"W3","SAEC",5164,0.0243,0.0734,0.0138,0.0326,0.0904,0.011,0.0564,0.0862,0.0125,0.0323,0.0258,0.0194
"W3","SAEC",5165,0.028,0.0195,0.0067,0.0217,0.0339,0.0086,0.0363,0.0205,0.0128,0.2446,0.1302,0.096
"W3","SAEC",5166,0.0528,0.0488,0.0085,0.0266,0.0302,0.0194,0.0573,0.0319,0.0264,0.1568,0.0679,0.0853
"W3","SAEC",5167,0.0617,0.0456,0.0916,0.0799,0.0959,0.0498,0.0753,0.0543,0.0665,0.0247,0.0437,0.0106
"W3","SAEC",5168,0.0524,0.0343,0.0422,0.0487,0.0811,0.0414,0.206,0.0477,0.0156,0.0365,0.0804,0.0037
"W3","SAEC",5169,0.0353,0.0928,0.0093,0.0083,0.0172,0.0084,0.0242,0.0485,0.0173,0.0059,0.0081,0.0073
"W3","SAEC",5170,0.0183,0.0246,0.0123,0.0198,0.0133,0.007,0.0155,0.0205,0.015,0.0461,0.0394,0.0234
"W3","SAEC",5171,0.0882,0.0218,0.009,0.016,0.039,0.0084,0.031,0.2191,0.0102,0.0048,0.1331,0.0077
"W3","CAEC",5180,0.0451,0.031,0.007,0.0312,0.0412,0.0142,0.0692,0.0433,0.0097,0.1633,0.014,0.0078
"W3","CAEC",5181,0.0217,0.0186,0.0028,0.016,0.015,0.004,0.0196,0.0111,0.0047,0.0263,0.0167,0.0061
"W3","CAEC",5182,0.0897,0.0546,0.0105,0.0404,0.0236,0.0184,0.0704,0.1007,0.018,0.1094,0.035,0.0057
"W3","CAEC",5183,0.0628,0.0447,0.0229,0.0129,0.0206,0.0066,0.0639,0.055,0.0225,0.0432,0.0094,0.0062
"W3","CAEC",5184,0.0175,0.0119,0.0039,0.0347,0.0107,0.0084,0.0487,0.0055,0.0093,0.0114,0.0065,0.003
"W3","CAEC",5185,0.0805,0.0796,0.0057,0.0231,0.0176,0.0091,0.0934,0.0282,0.0149,0.0212,0.0109,0.0053
"W3","CAEC",5186,0.0085,0.0214,0.0061,0.0229,0.0177,0.0073,0.0469,0.0158,0.0163,0.1638,0.0783,0.0052
"W3","CAEC",5187,0.0463,0.041,0.0129,0.0458,0.0653,0.0081,0.0465,0.0263,0.0115,0.0064,0.0074,0.0044
"W3","CAEC",5188,0.0328,0.0203,0.0048,0.0183,0.0097,0.0028,0.0943,0.035,0.0177,0.1717,0.0823,0.0039
"W3","CAEC",5189,0.0146,0.018,0.0066,0.0458,0.0133,0.0107,0.0302,0.0188,0.0048,0.0191,0.0171,0.0027
"W3","CAEC",5190,0.1143,0.0599,0.0126,0.0668,0.0809,0.0363,0.1005,0.0956,0.0273,0.0107,0.0201,0.0023
"W3","CAEC",5191,0.0924,0.0424,0.0207,0.0352,0.0412,0.0049,0.077,0.0498,0.0169,0.0161,0.0179,0.0081
"W3","CAEC",5192,0.0202,0.0214,0.0062,0.0311,0.0188,0.0161,0.0563,0.0721,0.0105,0.0216,0.0156,0.0039
"W3","CAEC",5193,0.0619,0.144,0.0382,0.1134,0.0871,0.045,0.1136,0.0401,0.0125,0.0304,0.0227,0.0029
"W3","CAEC",5194,0.0392,0.0092,0.0035,0.0175,0.0118,0.0094,0.016,0.0177,0.007,0.0037,0.0145,0.0045
"W3","CAEC",5195,0.0474,0.0155,0.0087,0.0339,0.0433,0.008,0.0291,0.0252,0.0041,0.0502,0.029,0.0085
"W3","CAEC",5196,0.0464,0.0268,0.0068,0.0322,0.0363,0.0186,0.0666,0.0249,0.0104,0.0229,0.0134,0.003
"W3","CAEC",5198,0.0795,0.0535,0.0182,0.0223,0.0418,0.0202,0.0432,0.1595,0.0211,0.22,0.1468,0.0204
"W3","CAEC",5199,0.0514,0.0677,0.0079,0.0426,0.0273,0.0074,0.0167,0.0572,0.0148,0.1845,0.0715,0.0142
"W3","AFEC",5559,0.105,0.058,0.0172,0.1242,0.0754,0.0227,0.0533,0.0858,0.0264,0.1398,0.015,0.0047
"W3","AFEC",5560,0.0266,0.0279,0.0052,0.0195,0.0262,0.0076,0.0266,0.0136,0.0057,0.0139,0.0046,0.0025
"W3","AFEC",5561,0.0263,0.0214,0.0091,0.0317,0.0265,0.0154,0.0421,0.0191,0.0162,0.0097,0.008,0.0022
"W3","AFEC",5562,0.0279,0.0258,0.0098,0.0387,0.027,0.0026,0.0344,0.0289,0.0119,0.0156,0.0226,0.0057
"W3","AFEC",5563,0.0797,0.1371,0.0462,0.1045,0.2378,0.0538,0.1048,0.1246,0.0323,0.2019,0.0236,0.0103
"W3","AFEC",5564,0.0339,0.0581,0.0179,0.0372,0.0517,0.0085,0.0402,0.0884,0.0096,0.0198,0.0384,0.0081
"W3","AFEC",5565,0.019,0.0834,0.0116,0.0287,0.0695,0.0062,0.0188,0.1152,0.0064,0.016,0.0184,0.0103
"W3","AFEC",5566,0.0466,0.0425,0.0414,0.0268,0.0439,0.066,0.0258,0.0462,0.0158,0.0226,0.3358,0.0559
"W3","AFEC",5567,0.019,0.0415,0.0056,0.0181,0.0139,0.0325,0.053,0.0644,0.0107,0.0067,0.0055,0.0084
"W3","AFEC",5568,0.0104,0.0106,0.0082,0.0079,0.0062,0.0072,0.0312,0.0119,0.0062,0.0172,0.0406,0.009
"W3","AFEC",5569,0.0344,0.0478,0.058,0.0205,0.1036,0.0468,0.0522,0.0816,0.0573,0.0336,0.0168,0.0215
"W3","AFEC",5570,0.0368,0.0802,0.0207,0.0648,0.236,0.0437,0.0461,0.0713,0.0653,0.0909,0.212,0.0422
"W3","AFEC",5571,0.0098,0.0178,0.0081,0.0187,0.0141,0.0127,0.0284,0.0459,0.0215,0.0074,0.0032,0.0036
"W3","AFEC",5572,0.1073,0.0416,0.0539,0.0476,0.0562,0.0263,0.0754,0.1408,0.0577,0.0199,0.0372,0.0053
"W3","AFEC",5573,0.0521,0.0549,0.0228,0.0398,0.0763,0.0214,0.036,0.0512,0.0235,0.1587,0.0741,0.0162
"W3","AFEC",5574,0.0319,0.0471,0.019,0.0174,0.0304,0.017,0.0317,0.1028,0.0174,0.0115,0.0065,0.01
"W3","AFEC",5575,0.0066,0.0226,0.004,0.0088,0.0092,0.0145,0.034,0.0556,0.0213,0.0087,0.0035,0.004
"W3","AFEC",5576,0.0232,0.0831,0.0148,0.0262,0.0832,0.0415,0.0355,0.0731,0.1023,0.0141,0.0187,0.0179
"W3","AFEC",5577,0.036,0.0707,0.0265,0.0594,0.0371,0.0219,0.0627,0.0546,0.0441,0.0145,0.0334,0.0387
"W3","AFEC",5578,0.0306,0.027,0.0082,0.017,0.0237,0.007,0.0389,0.0242,0.0066,0.0373,0.0284,0.0114
"W3","AFEC",5579,0.1017,0.0854,0.0238,0.1217,0.1556,0.0493,0.1046,0.1287,0.056,0.0604,0.0565,0.0294
"W3","AFEC",5580,0.0264,0.1511,0.0046,0.0294,0.1141,0.0129,0.0406,0.1858,0.0244,0.0166,0.0075,0.0184
"W3","AFEC",5581,0.0227,0.0318,0.0084,0.0223,0.0599,0.02,0.0156,0.0963,0.0305,0.0297,0.025,0.0096
"W3","AFEC",5582,0.037,0.0445,0.0252,0.0163,0.0312,0.0069,0.0285,0.0312,0.0119,0.0497,0.0708,0.0114
